code,shape,area,score,percent,circles,num_lines,corners
3001,16,51267.0,76,19.0,1,0,60
3001,19,44800.0,42,10.5,0,0,55
3001,6,74395.0,145,36.25,1,5,88
3001,6,63379.0,154,38.5,2,2,78
3001,6,75587.0,119,29.75,7,2,97
3001,15,49785.0,96,24.0,1,0,95
3001,7,65023.5,75,18.75,1,0,102
3001,5,64813.5,105,26.25,0,1,98
3001,12,48690.5,37,9.25,0,0,53
3001,15,22325.5,62,15.5,0,0,25
3001,9,559.0,48,12.0,0,0,46
3001,7,51828.5,101,25.25,4,1,69
3001,4,1.0,184,46.0,13,15,105
3001,15,41442.0,164,41.0,0,7,45
3001,6,69572.5,90,22.5,10,0,78
3001,7,50228.0,79,19.75,1,0,70
3001,6,72857.5,65,16.25,1,0,83
3001,5,44186.5,91,22.75,0,0,64
3001,6,72128.5,117,29.25,6,6,89
3001,8,61097.0,191,47.75,1,3,112
3001,6,66642.0,65,16.25,0,0,102
3001,10,55331.5,72,18.0,0,0,80
3001,18,44565.0,192,48.0,0,2,43
3001,6,66592.5,150,37.5,13,25,103
3001,13,65086.0,65,16.25,0,0,86
3001,6,56349.0,180,45.0,1,1,72
3001,13,51587.5,78,19.5,0,0,54
3001,6,58921.5,186,46.5,6,30,65
3001,7,56010.5,104,26.0,0,1,109
3001,15,43755.5,60,15.0,1,0,54
3001,6,65667.5,69,17.25,1,0,74
3001,8,44968.5,99,24.75,0,0,83
3001,19,45457.5,252,63.0,0,46,46
3001,6,64760.5,134,33.5,9,16,88
3001,15,61713.5,267,66.75,0,2,79
3001,6,57331.5,93,23.25,9,0,90
3001,6,71817.0,62,15.5,0,0,124
3001,11,41222.5,137,34.25,0,22,54
3001,5,72045.5,243,60.75,3,30,69
3001,14,55379.5,238,59.5,0,1,108
3001,15,736.5,109,27.25,2,1,85
3001,5,66156.5,298,74.5,6,11,93
3001,7,58261.0,105,26.25,0,1,58
3001,6,61113.0,66,16.5,0,0,78
3001,19,52493.0,163,40.75,0,5,64
3001,6,61520.5,160,40.0,6,7,68
3001,6,69305.5,96,24.0,5,0,76
3001,12,62163.0,233,58.25,0,5,90
3001,2,0.0,64,16.0,1,0,81
3001,12,50855.5,146,36.5,0,1,60
3001,9,57969.0,68,17.0,0,0,84
3001,13,51780.0,71,17.75,0,0,72
3001,6,66112.0,71,17.75,5,0,85
3001,10,32733.5,96,24.0,0,0,33
3001,4,64754.0,117,29.25,6,8,112
3001,10,42079.0,99,24.75,1,0,54
3001,5,71081.5,105,26.25,6,5,110
3001,3,1.0,141,35.25,1,2,37
3001,15,44258.0,142,35.5,6,2,83
3001,6,66423.5,109,27.25,7,1,86
3001,11,58204.0,60,15.0,0,0,74
3001,7,51164.5,82,20.5,1,0,53
3001,6,72678.5,47,11.75,0,0,131
3001,9,41889.0,118,29.5,0,6,65
3001,14,54369.0,118,29.5,0,2,63
3001,12,44111.5,34,8.5,0,0,42
3001,12,58545.0,96,24.0,0,0,82
3001,7,56262.5,135,33.75,1,3,85
3001,6,74812.0,146,36.5,7,15,105
3001,18,53592.0,95,23.75,1,0,100
3001,12,48682.5,69,17.25,0,0,55
3001,12,50137.0,43,10.75,2,0,51
3001,21,46161.0,105,26.25,2,1,70
3001,5,61295.5,133,33.25,6,15,119
3001,13,50573.0,140,35.0,0,5,50
3001,19,44077.0,57,14.25,0,0,48
3001,9,50767.0,85,21.25,1,0,79
3001,6,4.0,78,19.5,1,0,55
3001,3,1.0,137,34.25,0,2,86
3001,12,50101.5,91,22.75,0,0,62
3001,12,57583.5,163,40.75,1,7,65
3001,4,55482.5,132,33.0,16,43,100
3001,6,66906.5,69,17.25,0,0,90
3001,7,53623.0,73,18.25,0,0,66
3001,11,893.0,138,34.5,0,2,65
3001,4,63047.0,51,12.75,0,0,77
3001,6,11.5,116,29.0,0,1,75
3001,5,61548.5,56,14.0,0,0,57
3001,15,14.0,238,59.5,1,2,84
3001,6,66533.0,106,26.5,7,3,95
3001,6,70977.0,95,23.75,6,0,93
3001,11,22.5,86,21.5,3,0,74
3001,12,57427.5,81,20.25,0,0,73
3001,12,47687.5,48,12.0,1,0,63
3001,4,58998.0,84,21.0,1,0,65
3001,6,52354.0,171,42.75,1,4,60
3001,6,70212.0,129,32.25,0,2,77
3001,6,52732.5,129,32.25,0,1,75
3001,23,50648.0,162,40.5,2,2,67
3001,6,67103.5,197,49.25,6,16,94
3001,6,67662.0,86,21.5,0,0,75
3001,5,51609.0,78,19.5,0,0,81
3001,6,69623.0,150,37.5,10,34,105
3001,6,60111.0,204,51.0,19,30,81
3001,6,72578.5,152,38.0,0,2,104
3001,12,54269.0,114,28.5,0,2,79
3001,14,44314.5,97,24.25,0,0,63
3001,7,52076.0,93,23.25,0,0,78
3001,7,66308.5,68,17.0,0,0,96
3001,11,38543.0,62,15.5,0,0,36
3001,7,56552.0,147,36.75,1,6,70
3001,4,57919.0,135,33.75,6,15,108
3001,7,61188.5,128,32.0,0,2,71
3001,6,59212.5,53,13.25,1,0,78
3001,15,52616.5,53,13.25,0,0,71
3001,10,37591.0,104,26.0,0,1,50
3001,6,72423.5,99,24.75,5,0,117
3001,6,45754.0,114,28.5,0,1,86
3001,10,57112.5,73,18.25,0,0,61
3001,13,49384.5,65,16.25,0,0,64
3001,5,66041.5,69,17.25,7,0,85
3001,8,37424.0,92,23.0,1,0,55
3001,7,48641.5,119,29.75,0,1,70
3001,6,66592.5,56,14.0,0,0,99
3001,17,49571.5,106,26.5,0,1,90
3001,6,67556.5,92,23.0,6,0,103
3001,6,55468.0,79,19.75,0,0,60
3001,6,63151.0,69,17.25,1,0,98
3001,6,72079.0,95,23.75,1,0,76
3001,6,65912.5,110,27.5,3,1,75
3001,11,59155.5,88,22.0,0,0,72
3001,5,48830.5,62,15.5,0,0,87
3001,18,52.0,73,18.25,0,0,57
3001,6,65322.5,68,17.0,0,0,70
3001,8,35917.5,89,22.25,0,0,35
3001,5,64827.0,80,20.0,3,0,84
3001,5,65670.0,134,33.5,0,2,83
3001,4,63598.5,85,21.25,0,0,62
3001,6,64647.0,81,20.25,0,0,88
3001,6,54746.0,73,18.25,3,0,64
3001,7,54115.0,134,33.5,1,1,63
3001,9,55202.0,91,22.75,0,0,76
3001,4,58349.5,71,17.75,1,0,70
3001,6,55997.0,89,22.25,1,0,61
3001,6,58604.0,208,52.0,7,4,76
3001,4,64083.0,156,39.0,7,34,93
3001,14,52807.0,64,16.0,0,0,64
3001,10,52071.5,112,28.0,1,1,55
3001,6,69092.5,119,29.75,17,9,116
3001,6,54504.5,154,38.5,18,44,80
3001,6,59985.5,86,21.5,0,0,90
3001,4,53691.5,74,18.5,3,0,61
3001,13,26656.0,61,15.25,0,0,31
3001,5,58617.5,59,14.75,7,0,79
3001,9,397.5,154,38.5,0,6,72
3001,6,63644.0,285,71.25,1,3,95
3001,26,43150.5,157,39.25,1,64,58
3001,6,59199.0,139,34.75,9,6,96
3001,6,66753.0,69,17.25,1,0,121
3001,11,330.0,116,29.0,0,1,61
3001,12,63924.0,67,16.75,0,0,90
3001,6,58128.5,115,28.75,3,8,60
3001,9,69791.5,73,18.25,0,0,97
3001,6,51105.0,106,26.5,0,1,62
3001,9,19.5,115,28.75,0,13,47
3001,6,66065.5,43,10.75,0,0,106
3001,4,63853.5,116,29.0,5,6,74
3001,13,53943.0,112,28.0,1,1,72
3001,4,64240.5,92,23.0,0,0,63
3001,12,50337.5,122,30.5,0,1,98
3001,5,62814.0,97,24.25,4,0,79
3001,6,42003.5,124,31.0,3,8,67
3001,7,70131.0,107,26.75,7,1,78
3001,11,44843.0,128,32.0,0,2,71
3001,5,65748.5,55,13.75,0,0,94
3001,12,23547.5,76,19.0,0,0,23
3001,6,70949.5,223,55.75,18,34,91
3001,6,61876.0,154,38.5,13,45,108
3001,9,64956.5,87,21.75,0,0,84
3001,4,52720.5,104,26.0,1,1,50
3001,6,68099.0,159,39.75,14,2,97
3001,6,55109.0,137,34.25,19,5,92
3001,9,40198.0,93,23.25,0,0,61
3001,11,55358.0,60,15.0,1,0,77
3001,7,55808.0,137,34.25,0,2,63
3001,12,53900.0,57,14.25,1,0,66
3001,6,63824.0,87,21.75,0,0,87
3001,5,52268.0,140,35.0,1,5,52
3001,20,45316.0,53,13.25,0,0,44
3001,12,48750.5,47,11.75,0,0,56
3001,7,62006.0,109,27.25,0,1,78
3001,6,63567.0,173,43.25,0,1,77
3001,11,37785.0,95,23.75,0,0,70
3001,12,47119.5,47,11.75,0,0,65
3001,6,60528.5,115,28.75,0,4,85
3001,5,64066.0,79,19.75,0,0,95
3001,9,62282.5,75,18.75,1,0,91
3001,4,53365.0,89,22.25,4,0,51
3001,7,68690.0,85,21.25,0,0,95
3001,9,48071.0,114,28.5,0,3,55
3001,7,4.0,112,28.0,0,1,86
3001,6,63207.0,91,22.75,2,0,92
3001,21,48311.0,230,57.5,0,1,48
3001,6,58229.5,231,57.75,1,2,82
3001,5,71972.0,315,78.75,6,4,83
3001,13,57193.5,103,25.75,1,1,91
3001,7,62621.5,131,32.75,0,3,96
3001,8,56577.0,67,16.75,0,0,81
3001,7,2.5,85,21.25,0,0,54
3001,7,63389.0,32,8.0,0,0,94
3001,3,0.5,113,28.25,0,2,48
3001,5,58804.5,71,17.75,0,0,74
3001,4,64449.5,85,21.25,0,0,96
3001,11,36611.5,96,24.0,0,0,61
3001,4,57611.0,120,30.0,4,2,95
3001,8,55503.0,151,37.75,0,1,78
3001,7,72540.5,49,12.25,1,0,89
3001,7,45612.0,156,39.0,0,2,67
3001,6,67318.0,46,11.5,0,0,96
3001,11,35908.5,110,27.5,0,1,59
3001,7,55420.0,98,24.5,1,0,63
3001,10,57008.5,60,15.0,1,0,78
3001,6,60139.0,76,19.0,1,0,58
3001,10,55151.5,76,19.0,0,0,89
3001,6,45821.0,116,29.0,0,2,63
3001,8,59526.5,65,16.25,0,0,93
3001,6,73419.5,159,39.75,3,11,73
3001,14,59432.5,124,31.0,0,2,98
3001,6,64072.0,71,17.75,2,0,67
3001,12,57032.0,64,16.0,0,0,87
3001,5,56027.5,171,42.75,12,53,84
3001,6,64664.5,158,39.5,12,60,79
3001,6,75334.5,156,39.0,15,28,121
3001,7,52994.5,242,60.5,0,15,66
3001,7,52306.5,168,42.0,1,3,57
3001,4,51000.0,96,24.0,2,0,73
3001,5,74093.0,123,30.75,7,27,131
3001,9,32702.5,209,52.25,0,6,36
3001,16,51685.5,113,28.25,0,1,60
3001,8,47876.0,86,21.5,0,0,56
3001,6,75809.5,325,81.25,10,19,114
3001,6,63219.0,242,60.5,7,7,91
3001,6,64920.0,119,29.75,0,1,91
3001,4,50711.0,62,15.5,0,0,97
3001,21,44701.5,140,35.0,0,5,78
3001,6,65031.0,115,28.75,5,3,100
3001,12,9.0,110,27.5,0,1,60
3001,4,57215.5,76,19.0,0,0,61
3001,6,71419.0,65,16.25,1,0,117
3001,15,47195.5,112,28.0,0,7,64
3001,5,68088.0,68,17.0,0,0,98
3001,7,45946.5,105,26.25,0,1,61
3001,13,49209.5,107,26.75,0,1,68
3001,6,59421.5,87,21.75,5,0,86
3001,6,62865.0,114,28.5,2,2,63
3001,6,62749.0,76,19.0,1,0,96
3001,6,74141.0,127,31.75,7,6,93
3001,21,47.0,94,23.5,1,0,88
3001,4,62401.0,103,25.75,8,1,99
3001,6,50842.5,143,35.75,14,17,75
3001,12,47055.5,54,13.5,0,0,46
3001,5,47003.5,93,23.25,0,0,95
3001,6,64462.0,76,19.0,2,0,78
3001,9,47964.5,90,22.5,0,0,85
3001,18,46915.5,55,13.75,0,0,45
3001,16,48243.5,74,18.5,0,0,63
3001,6,58727.5,112,28.0,0,3,69
3001,11,60776.5,81,20.25,0,0,92
3001,4,64078.0,68,17.0,0,0,63
3001,14,40192.0,36,9.0,0,0,41
3001,9,55877.0,61,15.25,2,0,63
3001,15,45149.5,63,15.75,1,0,47
3001,8,65055.5,56,14.0,1,0,103
3001,12,41741.0,118,29.5,0,2,59
3001,9,48838.5,113,28.25,0,4,72
3001,7,60238.0,74,18.5,0,0,92
3001,4,69789.5,70,17.5,0,0,101
3001,9,43922.0,130,32.5,0,3,65
3001,17,45842.5,164,41.0,0,79,49
3001,6,63826.5,175,43.75,10,13,87
3001,9,55465.0,95,23.75,0,0,58
3001,6,61096.0,108,27.0,17,5,94
3001,6,74173.5,53,13.25,0,0,102
3001,7,46688.0,126,31.5,1,4,64
3001,10,32319.5,52,13.0,0,0,44
3001,12,47238.0,40,10.0,2,0,51
3001,1,0.0,158,39.5,1,1,96
3001,12,38848.0,63,15.75,1,0,49
3001,9,51655.0,137,34.25,0,2,64
3001,5,64822.0,61,15.25,0,0,95
3001,8,5.0,107,26.75,0,1,58
3001,7,50444.5,77,19.25,1,0,68
3001,4,58850.0,133,33.25,10,2,82
3001,6,59769.0,137,34.25,13,17,90
3001,5,68976.0,37,9.25,0,0,103
3001,10,21140.0,121,30.25,0,1,22
3001,7,68395.5,62,15.5,2,0,56
3001,11,52056.5,77,19.25,0,0,81
3001,7,62335.0,168,42.0,0,8,77
3001,5,59267.0,43,10.75,0,0,91
3001,17,45613.0,130,32.5,0,1,50
3001,20,40418.0,85,21.25,1,0,43
3001,5,72809.5,259,64.75,12,48,101
3001,6,58148.5,178,44.5,9,15,83
3001,11,65505.0,72,18.0,0,0,86
3001,11,46145.0,58,14.5,1,0,53
3001,11,43731.0,84,21.0,0,0,38
3001,5,59989.5,85,21.25,0,0,87
3001,12,53782.0,88,22.0,0,0,64
3001,4,59299.0,148,37.0,6,21,105
3001,20,54843.5,135,33.75,1,6,72
3001,5,65570.5,121,30.25,6,5,74
3001,9,219.0,68,17.0,1,0,61
3001,4,57487.5,42,10.5,0,0,62
3001,5,69830.0,50,12.5,1,0,87
3001,13,21721.0,96,24.0,0,0,34
3001,7,41386.0,108,27.0,2,1,62
3001,10,48117.5,88,22.0,1,0,57
3001,5,74830.0,92,23.0,6,0,117
3001,14,21476.0,157,39.25,0,2,36
3001,11,52345.5,111,27.75,1,1,78
3001,6,64962.5,82,20.5,4,0,73
3001,7,55163.5,69,17.25,0,0,103
3001,7,52139.5,82,20.5,0,0,62
3001,6,71279.5,107,26.75,8,2,70
3001,18,45740.5,126,31.5,1,1,61
3001,6,72981.0,68,17.0,5,0,115
3001,17,26528.5,79,19.75,0,0,59
3001,11,53925.0,128,32.0,1,2,78
3001,6,62543.0,62,15.5,3,0,72
4286,6,31205.0,152,38.0,0,1,20
4286,5,27865.0,97,24.25,0,0,26
4286,10,27570.5,96,24.0,0,0,22
4286,7,25778.0,218,54.5,2,5,34
4286,10,32.0,87,21.75,0,0,23
4286,6,27742.5,87,21.75,0,0,17
4286,7,30854.5,187,46.75,2,27,39
4286,9,20740.5,50,12.5,0,0,13
4286,6,30052.0,88,22.0,1,0,23
4286,8,14637.5,104,26.0,0,6,30
4286,7,25484.0,76,19.0,8,0,40
4286,5,21333.0,76,19.0,3,0,32
4286,7,26521.0,42,10.5,0,0,22
4286,10,16553.0,79,19.75,1,0,16
4286,7,27929.5,91,22.75,1,0,23
4286,7,19771.0,67,16.75,1,0,22
4286,6,29047.0,234,58.5,0,2,24
4286,7,23111.5,101,25.25,0,1,20
4286,7,30093.0,173,43.25,1,2,19
4286,7,24287.0,59,14.75,2,0,18
4286,8,21476.0,125,31.25,0,1,16
4286,6,16326.5,98,24.5,0,0,22
4286,9,23000.0,108,27.0,0,1,29
4286,4,21678.5,142,35.5,2,7,34
4286,12,24103.0,152,38.0,0,3,21
4286,7,28027.0,170,42.5,0,2,21
4286,7,31561.5,154,38.5,1,13,41
4286,10,21537.5,64,16.0,0,0,18
4286,7,25637.0,76,19.0,1,0,40
4286,6,21836.5,36,9.0,1,0,20
4286,4,21637.5,101,25.25,1,1,45
4286,8,19583.5,32,8.0,1,0,14
4286,6,29954.0,239,59.75,1,6,34
4286,8,23492.5,164,41.0,1,5,29
4286,8,25512.0,34,8.5,0,0,22
4286,9,10801.5,109,27.25,1,3,18
4286,6,30015.0,47,11.75,0,0,21
4286,6,27529.5,97,24.25,4,0,27
4286,7,28063.0,109,27.25,0,6,23
4286,7,25376.0,187,46.75,1,4,30
4286,9,13983.5,104,26.0,0,1,15
4286,8,19282.0,34,8.5,1,0,15
4286,4,23582.0,71,17.75,0,0,16
4286,8,19367.5,189,47.25,1,3,19
4286,7,30491.5,49,12.25,2,0,45
4286,7,14668.0,44,11.0,2,0,19
4286,7,30469.5,65,16.25,2,0,36
4286,5,26405.5,110,27.5,0,1,17
4286,7,25797.0,62,15.5,3,0,42
4286,8,22487.5,66,16.5,3,0,29
4286,8,29053.0,75,18.75,1,0,22
4286,9,20764.5,60,15.0,0,0,14
4286,10,26890.0,56,14.0,0,0,19
4286,5,21106.0,66,16.5,0,0,17
4286,11,29877.5,155,38.75,1,12,23
4286,7,26938.0,201,50.25,3,1,29
4286,7,25722.5,155,38.75,1,6,18
4286,8,24529.0,96,24.0,1,0,26
4286,4,26462.5,176,44.0,1,14,42
4286,10,20517.0,185,46.25,0,1,15
4286,10,26667.5,89,22.25,2,0,20
4286,7,23639.0,91,22.75,1,0,29
4286,10,23636.0,105,26.25,3,1,14
4286,8,24502.5,66,16.5,1,0,21
4286,7,24868.0,128,32.0,1,4,28
4286,7,26310.0,89,22.25,0,0,21
4286,7,25494.5,51,12.75,1,0,19
4286,6,19501.5,96,24.0,0,0,27
4286,10,22734.5,120,30.0,1,2,24
4286,8,23195.0,58,14.5,2,0,29
4286,7,23323.5,49,12.25,0,0,29
4286,9,20540.5,118,29.5,1,1,17
4286,10,20366.0,48,12.0,0,0,13
4286,5,24970.5,102,25.5,4,3,40
4286,10,15945.5,82,20.5,1,0,16
4286,4,21470.0,53,13.25,1,0,34
4286,9,30414.5,68,17.0,1,0,19
4286,6,28821.5,189,47.25,3,2,26
4286,11,16312.5,84,21.0,0,0,19
4286,6,26262.5,57,14.25,1,0,40
4286,6,28566.5,106,26.5,0,1,17
4286,10,17307.0,86,21.5,0,0,16
4286,8,31077.0,143,35.75,1,2,28
4286,7,22728.5,111,27.75,0,1,19
4286,7,30898.0,83,20.75,0,0,30
4286,10,24479.5,60,15.0,1,0,15
4286,8,31691.0,159,39.75,2,2,24
4286,8,27696.5,85,21.25,1,0,28
4286,5,17912.5,126,31.5,0,3,25
4286,9,22794.0,178,44.5,0,27,20
4286,7,31461.5,152,38.0,3,2,38
4286,11,18617.5,68,17.0,3,0,18
4286,8,28572.5,106,26.5,1,1,26
4286,7,26784.0,117,29.25,2,1,23
4286,10,31169.0,46,11.5,0,0,22
4286,5,28207.5,148,37.0,0,1,27
4286,10,14754.5,63,15.75,1,0,30
4286,8,25333.0,64,16.0,1,0,31
4286,6,27501.5,164,41.0,0,1,23
4286,7,23730.5,69,17.25,0,0,37
4286,6,24457.5,103,25.75,3,1,31
4286,6,24600.0,179,44.75,1,1,26
4286,7,30914.0,231,57.75,2,2,43
4286,9,27439.5,117,29.25,1,2,24
4286,8,28737.5,102,25.5,1,1,30
4286,6,28053.0,118,29.5,0,2,21
4286,10,23229.5,63,15.75,0,0,13
4286,5,22703.0,159,39.75,2,62,38
4286,7,27910.0,43,10.75,0,0,27
4286,9,10025.0,107,26.75,0,4,28
4286,4,14285.5,54,13.5,0,0,29
4286,6,25105.5,41,10.25,2,0,17
4286,10,23116.0,59,14.75,0,0,13
4286,9,18633.0,49,12.25,3,0,14
4286,10,26253.0,113,28.25,0,1,18
4286,7,22712.5,99,24.75,1,0,34
4286,7,31124.5,140,35.0,0,1,29
4286,10,22223.0,81,20.25,1,0,17
4286,10,25560.0,52,13.0,1,0,17
4286,10,19799.5,62,15.5,0,0,16
4286,5,24679.0,84,21.0,2,0,33
4286,7,21631.5,74,18.5,4,0,37
4286,6,17477.0,116,29.0,0,1,23
4286,6,23945.0,121,30.25,0,2,22
4286,8,31727.5,67,16.75,1,0,25
4286,8,27884.5,125,31.25,0,3,26
4286,8,28133.5,151,37.75,1,2,32
4286,6,23289.0,86,21.5,0,0,20
4286,8,22509.5,29,7.25,0,0,15
4286,9,14790.5,76,19.0,3,0,25
4286,10,25078.0,57,14.25,1,0,17
4286,7,25998.5,162,40.5,1,10,34
4286,8,21460.0,27,6.75,1,0,12
4286,10,10017.0,98,24.5,1,0,26
4286,12,25753.0,160,40.0,2,4,19
4286,7,27490.5,115,28.75,4,3,40
4286,5,25430.5,26,6.5,0,0,15
4286,2,0.0,111,27.75,0,2,20
4286,6,24045.5,96,24.0,1,0,24
4286,17,79.5,60,15.0,0,0,25
4286,9,24032.5,46,11.5,1,0,20
4286,4,21087.0,87,21.75,0,0,19
4286,7,22767.5,162,40.5,2,1,29
4286,10,22835.0,46,11.5,1,0,21
4286,9,14379.5,120,30.0,8,3,30
4286,5,21837.0,63,15.75,3,0,36
4286,8,27143.0,69,17.25,0,0,26
4286,8,16803.0,140,35.0,1,1,14
4286,5,31029.0,79,19.75,1,0,29
4286,2,0.0,62,15.5,1,0,21
4286,8,27397.5,98,24.5,1,0,30
4286,7,22766.0,85,21.25,2,0,18
4286,6,29190.5,56,14.0,0,0,19
4286,4,2.0,125,31.25,0,3,18
4286,7,24383.5,55,13.75,2,0,21
4286,5,18445.5,35,8.75,1,0,14
4286,10,18051.0,39,9.75,0,0,15
4286,6,27779.0,100,25.0,0,1,20
4286,4,18287.5,48,12.0,0,0,18
4286,9,19929.5,49,12.25,0,0,12
4286,6,30795.0,91,22.75,2,0,39
4286,6,9.5,77,19.25,0,0,18
4286,8,31907.0,49,12.25,1,0,22
4286,7,28703.5,84,21.0,1,0,30
4286,5,29922.5,51,12.75,0,0,17
4286,6,26470.5,32,8.0,1,0,22
4286,8,31026.5,99,24.75,0,0,33
4286,7,28637.0,161,40.25,3,10,37
4286,6,27876.5,86,21.5,1,0,44
4286,5,3.0,119,29.75,0,6,21
4286,5,27059.5,80,20.0,0,0,17
4286,14,67.0,93,23.25,0,0,21
4286,10,12908.0,65,16.25,0,0,19
4286,5,27319.0,43,10.75,1,0,31
4286,9,28978.0,72,18.0,1,0,24
4286,6,27952.0,106,26.5,1,1,28
4286,7,29409.0,105,26.25,1,1,46
4286,7,24845.5,137,34.25,0,3,19
4286,5,20324.0,84,21.0,0,0,21
4286,9,21214.0,49,12.25,1,0,16
4286,6,28933.5,158,39.5,1,10,40
4286,9,18738.5,90,22.5,0,0,21
4286,6,4.0,149,37.25,2,6,20
4286,7,24931.5,120,30.0,1,1,47
4286,6,29784.0,162,40.5,0,6,21
4286,8,18497.5,75,18.75,2,0,22
4286,7,25040.0,64,16.0,1,0,29
4286,5,26813.5,88,22.0,1,0,19
4286,6,27823.5,61,15.25,1,0,28
4286,9,17423.5,121,30.25,3,1,21
4286,8,22509.0,37,9.25,1,0,19
4286,10,11073.0,107,26.75,1,1,19
4286,7,31934.0,45,11.25,2,0,18
4286,5,26799.0,116,29.0,1,1,26
4286,7,30448.0,29,7.25,0,0,29
4286,6,11504.5,44,11.0,0,0,21
4286,6,29483.5,123,30.75,2,3,43
4286,4,2.5,169,42.25,1,4,19
4286,10,22292.5,70,17.5,5,0,15
4286,4,22148.0,134,33.5,2,26,39
4286,6,30485.5,114,28.5,2,2,33
4286,7,19234.5,105,26.25,2,1,33
4286,10,18390.0,72,18.0,1,0,25
4286,10,19113.0,32,8.0,1,0,20
4286,7,25727.5,143,35.75,1,3,32
4286,9,22827.0,65,16.25,2,0,20
4286,10,24083.5,77,19.25,1,0,25
4286,10,22345.5,134,33.5,0,4,14
4286,6,28090.0,90,22.5,0,0,19
4286,10,20481.5,43,10.75,0,0,17
4286,9,23230.5,193,48.25,1,35,19
4286,6,22382.5,27,6.75,0,0,28
4286,9,24295.5,129,32.25,1,2,22
4286,10,14738.0,109,27.25,0,1,22
4286,9,23267.5,65,16.25,0,0,18
4286,6,27796.5,157,39.25,0,1,23
4286,6,26552.0,40,10.0,2,0,22
4286,11,12719.5,44,11.0,3,0,16
4286,6,30943.0,54,13.5,0,0,17
4286,6,28778.0,92,23.0,0,0,25
4286,5,30735.0,95,23.75,0,0,32
4286,7,28384.0,85,21.25,8,0,33
4286,5,29968.5,41,10.25,0,0,18
4286,5,27573.5,145,36.25,1,3,26
4286,10,25557.5,96,24.0,0,0,25
4286,7,25134.0,135,33.75,2,5,29
4286,5,19486.0,81,20.25,0,0,19
4286,7,25660.5,75,18.75,1,0,23
4286,7,24766.0,44,11.0,0,0,29
4286,9,22277.5,42,10.5,0,0,15
4286,7,31751.0,102,25.5,0,1,20
4286,6,25234.0,50,12.5,0,0,21
4286,10,26484.0,94,23.5,0,0,30
4286,7,23068.0,82,20.5,1,0,31
4286,7,26514.0,83,20.75,6,0,32
4286,9,19106.0,58,14.5,1,0,14
4286,10,22955.5,67,16.75,2,0,20
4286,10,19486.5,38,9.5,1,0,22
4286,9,19056.5,47,11.75,0,0,19
4286,7,23375.0,47,11.75,0,0,22
4286,5,207.5,87,21.75,1,0,19
4286,5,17814.0,73,18.25,0,0,23
4286,9,21455.5,90,22.5,0,0,16
4286,7,22553.0,119,29.75,3,1,46
4286,5,23294.5,31,7.75,0,0,16
4286,5,16306.0,60,15.0,0,0,18
4286,9,21153.5,65,16.25,0,0,25
4286,6,26112.5,59,14.75,4,0,35
4286,10,25055.0,105,26.25,1,1,22
4286,7,23647.5,65,16.25,1,0,29
4286,7,31145.0,82,20.5,2,0,36
4286,8,17027.0,58,14.5,0,0,32
4286,10,24113.0,36,9.0,2,0,16
4286,7,23784.0,133,33.25,1,6,43
4286,12,19994.0,144,36.0,1,2,17
4286,5,24923.5,89,22.25,3,0,46
4286,5,29752.5,54,13.5,0,0,18
4286,6,25698.5,122,30.5,0,1,27
4286,8,26682.0,122,30.5,0,1,27
4286,10,18475.5,99,24.75,1,0,16
4286,7,27925.5,81,20.25,1,0,26
4286,9,14428.0,65,16.25,1,0,25
4286,6,31000.0,58,14.5,0,0,16
4286,6,27451.5,84,21.0,0,0,25
4286,5,15596.0,92,23.0,1,0,34
4286,7,27896.5,72,18.0,5,0,38
4286,7,24757.5,56,14.0,1,0,18
4286,9,22763.0,61,15.25,2,0,29
4286,10,25760.0,57,14.25,1,0,17
4286,4,20335.5,188,47.0,0,1,17
4286,7,31725.5,94,23.5,3,0,32
4286,8,15641.5,70,17.5,1,0,17
4286,9,23394.0,106,26.5,1,1,17
4286,10,22022.0,133,33.25,3,3,17
4286,6,31446.5,149,37.25,0,1,22
4286,9,20996.0,101,25.25,0,1,21
4286,5,27341.0,144,36.0,1,2,54
4286,4,1.5,69,17.25,3,0,16
4286,10,16674.5,68,17.0,0,0,20
4286,6,28125.0,49,12.25,0,0,18
4286,5,30994.0,127,31.75,1,4,33
4286,7,21702.5,103,25.75,7,1,32
4286,8,23392.5,147,36.75,1,18,21
4286,6,27854.0,125,31.25,0,3,34
4286,7,27577.5,75,18.75,1,0,32
4286,8,20424.0,149,37.25,0,3,18
4286,7,29123.0,124,31.0,0,8,26
4286,7,24880.0,91,22.75,1,0,23
4286,6,30187.0,182,45.5,2,1,35
4286,2,0.0,76,19.0,1,0,18
4286,5,24071.0,48,12.0,1,0,15
4286,8,23925.0,142,35.5,0,1,24
4286,6,24312.5,142,35.5,2,1,34
4286,7,24389.5,124,31.0,1,2,26
4286,9,23765.5,84,21.0,2,0,13
4286,5,20973.0,73,18.25,0,0,20
4286,7,32114.0,53,13.25,0,0,21
4286,7,28228.5,92,23.0,1,0,27
4286,7,31502.5,201,50.25,2,1,20
4286,7,306.0,67,16.75,0,0,23
4286,5,30010.0,54,13.5,0,0,15
4286,8,26800.0,44,11.0,1,0,18
4286,7,30746.5,205,51.25,1,3,57
4286,7,26233.0,140,35.0,1,1,25
4286,8,24979.5,86,21.5,1,0,19
4286,7,22840.0,43,10.75,0,0,20
4286,6,24045.0,53,13.25,2,0,24
